S.No.,HSCode,Commodity,2020-2021,%Share,2021-2022,%Share,%Growth
8024,84158210,SPLIT AIR-CONDITIONER TWO TONNES AND ABOVEINCRPRTNG RFRGRTNG UNIT,33.24,0.0084,62.54,0.0102,88.16
8025,84158290,OTHR AIR CNDTNG MCHNS INCRPRTNG A RFRGRTNGUNIT,12.92,0.0033,29.68,0.0048,129.81
8026,84158310,SPLIT AIR-CONDITIONER TWO TONNES AND ABOVENOT INCRPRTNG RFRGRTNG UNT,24.9,0.0063,51.36,0.0084,106.31
8027,84158390,OTHR AIR CNDTNG MCHNS NT INCRPRTNG RFRGRTNUNIT,17.06,0.0043,15.57,0.0025,-8.74
8028,84159000,PARTS OF THE AIR CONDITIONING MACHINES ETC,295.04,0.0748,370.19,0.0604,25.47
8029,84161000,FURNACE BURNERS FOR LIQUID FUEL,2.82,0.0007,3.06,0.0005,8.7
8030,84162000,"OTHR FURNC BURNRS,INCL CMBNTN BURNRS",22.76,0.0058,16.76,0.0027,-26.36
8031,84163000,"MCHNCL STOKERS,MECHANICAL GRATES,MCHNCL ASH DISCHARGERS AND SIMILAR APPLIANCES",0.13,0,0.47,0.0001,253.1
8032,84169000,PARTS OF THE ITEMS OF HEADING 8416,22.04,0.0056,26.86,0.0044,21.84
8033,84171000,"FURNACES AND OVENS FR ROASTNG,MLTNG/OTHR HT-TRTMNT OF ORES,PYRITES/OF MTLS",19.11,0.0048,20,0.0033,4.66
8034,84172000,"BAKERY OVENS,INCL BISCUIT OVENS",5.09,0.0013,14.17,0.0023,178.31
8035,84178010,OTHR FURNACES AND OVENS FOR CEMENT INDUSTRY,0.28,0.0001,0.22,0,-23.58
8036,84178090,OTHR FURNACES AND OVENS,26.55,0.0067,36.41,0.0059,37.12
8037,84179000,PARTS OF NON ELECTRIC FURNACES OVENS ETC,70.22,0.0178,66.46,0.0108,-5.35
8038,84181010,"COMMERCIAL TYPE COMBINED REFRIGERATOR FREEZERS ,FITTED WITH SEPARATE EXTERNAL DOORS",0.64,0.0002,0.64,0.0001,-1
8039,84181090,"OTHR COMBINED REFRIGERATOR FREEZERS , FITTED WITH SEPARATE EXTERNAL DOORS",181.3,0.046,222.46,0.0363,22.7
8040,84182100,"COMPRESSION-TYPE REFRIGERATORS,HOUSEHOLD",49.87,0.0126,108.03,0.0176,116.61
8041,84182900,OTHER HOUSEHOLD TYPE REFRIGERATORS,4.3,0.0011,5.42,0.0009,26.01
8042,84183010,"FREEZERS,ELECTRICAL",41.39,0.0105,38.36,0.0063,-7.33
8043,84183090,"FREEZERS,OTHER THAN ELECTRICAL",3.02,0.0008,3.98,0.0006,31.97
8044,84184010,"FREEZERS,ELECTRICAL",3.57,0.0009,2.96,0.0005,-17.04
8045,84184090,"FREEZERS,OTHER THAN ELECTRICAL",9.3,0.0024,13.4,0.0022,43.97
8046,84185000,"REFRIGERATING OR FREEZING DISPLAY COUNTERS,CABINETS,SHOW-CASES AND THE LIKE",34.78,0.0088,46.91,0.0077,34.88
8047,84186100,COMPRESSION TYPE UNITS WHOSE CONDENSERS ARE HEAT EXCHANGERS,9.54,0.0024,11.81,0.0019,23.83
8048,84186910,ICEMAKING MACHINERY,2.65,0.0007,16.03,0.0026,503.97
8049,84186920,WATER COOLER,3.15,0.0008,3.74,0.0006,19.01
8050,84186930,"VENDING MACHINE, OTHER THAN AUTOMATIC",0.15,0,0.37,0.0001,146.89
8051,84186940,RFRGRTNG EQPMNT/DVCS USED IN LEATHER INDST,0.06,0,0,0,-96.85
8052,84186950,"RFRGRTD FARM TNKS, INDSTRIAL ICE CRM FRZER",0.5,0.0001,2.28,0.0004,358.4
8053,84186990,OTHERS,96.46,0.0245,142.85,0.0233,48.09
8054,84189100,PARTS OF FURNITURE DESIGNED TO RECEIVE REFRIGERATING/FREEZING EQUIPMENT,2.11,0.0005,1.57,0.0003,-25.76
8055,84189900,OTHER PARTS OF HDG 8418,74.34,0.0188,80.15,0.0131,7.82
8056,84191110,NON-ELECTRICAL(DOMESTIC TYPE),4.14,0.001,4.09,0.0007,-1.05
8057,84191190,NON-ELECTRICAL(OTHR THAN DOMESTIC TYPE),1.28,0.0003,0.51,0.0001,-60.49
8058,84191910,NON-ELECTRICAL (DOMESTIC TYPE),1.26,0.0003,0.35,0.0001,-72.24
8059,84191920,NON-ELECTRICAL(OTHR THAN DOMESTIC TYPE),1.79,0.0005,2.2,0.0004,22.46
8060,84192010,AUTO CLEVES,14.47,0.0037,10.64,0.0017,-26.51
8061,84192090,"STERILISERS,N.E.S.",31.37,0.008,29.46,0.0048,-6.09
8062,84193100,DRYERS FOR AGRICULTURAL PRODUCTS,2.42,0.0006,5.05,0.0008,108.36
8063,84193200,"DRYERS FR WOOD,PAPER PULP,PAPER/PAPERBOARD",3.07,0.0008,3.75,0.0006,22.28
8064,84193900,OTHER DRYERS,52.09,0.0132,117.21,0.0191,125.02
8065,84194010,PETROLEUM REFINING AND DISTILLATION EQPMNT,0.12,0,4.31,0.0007,"3,532.27"
8066,84194020,DISTILLING APPARATUS,0.45,0.0001,2.64,0.0004,484.22
8067,84194090,OTHERS,21,0.0053,25.17,0.0041,19.82
8068,84195010,SHELL AND TUBE TYPE HEAT EXCHANGE UNIT,14.38,0.0036,19.13,0.0031,32.99
8069,84195020,PLATE TYPE HEAT EXCANGE UNIT,13.36,0.0034,23.65,0.0039,77.12
8070,84195030,SPIRAL TYPE HEAT EXCHANGE UNIT,2.44,0.0006,0.09,0,-96.48
8071,84195090,OTHER HEAT EXCHANGE UNITS,142.44,0.0361,138.61,0.0226,-2.7
8072,84196000,MACHINERY FOR LIQUEFYING AIR/OTHR GASES,5.59,0.0014,45.71,0.0075,718.07
8073,84198110,FRIERS,2.22,0.0006,6.94,0.0011,212.26
8074,84198120,OTHER KITCHEN MACHINES,8.09,0.0021,13.59,0.0022,68.12
8075,84198190,"OTHR MACHINRY,PLANT AND EQUIPMENT FOR MAKINGHOT DRINKS OR FOR COOKING/HEATING FOOD",13.82,0.0035,23.22,0.0038,68.03
8076,84198910,"PRESSURE VESSELS REACTORS,COLUMNS/TOWERS OR CHEMICAL STORAGE TANKS",14.68,0.0037,25.37,0.0041,72.75
8077,84198920,GLASS LINED EQUIPMENT,2.81,0.0007,0.79,0.0001,-71.91
8078,84198930,AUTO CLAVES OTHER THAN FOR COOKING OR HEATING FOOD N.E.S.,8.28,0.0021,7.81,0.0013,-5.71
8079,84198940,COOLNG TWRS/PLNTS FR DRCT COOLNG BY RECIRCULTD WATER,7.61,0.0019,6.93,0.0011,-8.92
8080,84198950,PASTEURIZERS,0.35,0.0001,1.44,0.0002,315.35
8081,84198960,PLNT GRWTH CHMBRS/ROOMS AND TISSUE CLTRE CHMBRS/ROOMS WTH TEMP/HUMDTY/LIGHT CONTL,1.51,0.0004,0.75,0.0001,-50.5
8082,84198970,"APPRTUS FR RPD HEATING SEMI-CONDCTR DEVCS,FR CHEMCL /PHYSCL VPOR DEPSN ON SEMI- CONDRWAFERS AND LCD SUBSTRATUS",4.07,0.001,3.12,0.0005,-23.39
8083,84198980,VACUUM-VAPOUR PLANT FR DEPOSITING METALS,1.64,0.0004,7.24,0.0012,341.08
8084,84198990,OTHERS,210.79,0.0534,238.04,0.0388,12.93
8085,84199010,PARTS OF INSTANTANEOUS OR STORAGE WATER HEATERS (DOMENSTIC TYPE),15.2,0.0039,16.02,0.0026,5.42
8086,84199090,PRTS OF MCHNRY PLNT AND SMLR LBRTRY EQPMNT ANDOF INSTNTNS/STORG WTR HEATRS (EXCL DOMSTC TYPE)FALLING WTHN HDG NO.8419,107.67,0.0273,152.86,0.0249,41.97
8087,84201000,CALENDERING OR OTHR ROLLING MACHINES,15.87,0.004,27.17,0.0044,71.21
8088,84209100,PARTS OF CYLINDERS,2.32,0.0006,3.62,0.0006,55.9
8089,84209900,OTHER PARTS OF CALENDRNG/OTHR RLNG MACHNS,9.14,0.0023,9.16,0.0015,0.19
8090,84211100,CREAM SEPARATORS,4.4,0.0011,3.92,0.0006,-11
8091,84211200,CLOTH DRYERS,0.09,0,0.08,0,-9.17
8092,84211910,BOWL CENTRIFUGES,0.66,0.0002,0.93,0.0002,40.88
8093,84211920,BASKET CENTRIFUGES,11.71,0.003,14.19,0.0023,21.23
8094,84211930,CONTINUOUS AUTOMATIC CENTRIFUGES,0.61,0.0002,3.66,0.0006,496.53
8095,84211940,SELF CLEANING CENTRIFUGES,0.91,0.0002,4.37,0.0007,377.94
8096,84211950,DECANTER CENTRIFUGES HORIZONTAL BOWL,1.81,0.0005,0.61,0.0001,-66.3
8097,84211960,SCREW CONVEYOR CENTRIFUGES,0.12,0,0.92,0.0002,695.33
8098,84211991,CENTRIFUGES FOR CHEMICAL INDUSTRIES,6.17,0.0016,3.33,0.0005,-45.96
8099,84211999,OTHER CENTRIFUGES,19.34,0.0049,21.07,0.0034,8.94
8100,84212110,ION EXCHANGER PLANT/APPARATUS,4.63,0.0012,4.29,0.0007,-7.2
8101,84212120,HOUSEHOLD TYPE FILTERS,54.08,0.0137,51.66,0.0084,-4.49
8102,84212190,OTHERS,91.6,0.0232,91.57,0.0149,-0.04
8103,84212200,MCHNRY AND APPRTS FR FLTRNG AND PURFYNG BVRGS,3.26,0.0008,4.06,0.0007,24.45
8104,84212300,OIL/PRTL-FLTRS FR INTRNL CMBSTN ENGNS,76.84,0.0195,98.9,0.0161,28.71
8105,84212900,OTHR FLTRNG/PURFYNG MCHNRY AND APPRTS FR LQD,181.6,0.046,237.92,0.0388,31.01
8106,84213100,INTAKE AIR FLTRS FR INTRNL CMBSTN ENGNS,19.97,0.0051,26.62,0.0043,33.31
8107,84213910,"AIR SEPRATRS FOR PROCSNG, SMLTNG OR REFNNGMINERALS, ORES OR METALS; AIR STRIPPER",4.45,0.0011,5.38,0.0009,21.08
8108,84213920,AIR PURIFIERS OR CLEANERS,61.62,0.0156,80.15,0.0131,30.07
8109,84213990,OTHERS,215.69,0.0547,291.37,0.0475,35.09
8110,84219100,"PRTS OF CENTRIFUGES,INCL CNTRFGL DRYRS",13.91,0.0035,15.79,0.0026,13.52
8111,84219900,OTHR PARTS OF FLTRNG/PURFYNG MCHNRY,432.98,0.1098,483.01,0.0788,11.55
8112,84221100,DISH WSHNG MCHNS OF HOUSEHOLD TYPE,51.31,0.013,39.93,0.0065,-22.18
8113,84221900,OTHR DISH WASHING MACHINES,6.49,0.0016,9.63,0.0016,48.37
8114,84222000,MCHNRY FR CLNG/DRYNG BOTLS/OTHR CNTNRS,14.83,0.0038,13.82,0.0023,-6.82
8115,84223000,"MCHNRY FR FILLNG,CLOSNG,SEALNG,CAPSULNG OR LABELLING BOTTLES,CANS,BOXES,BAGS/OTHR CONTAINERS;MCHNRY FOR AERATING BEVER",189.7,0.0481,217.25,0.0354,14.52
8116,84224000,OTHR PACKNG/WRAPNG MACNRY INCL HEAT-SHRINK WRAPNG MACHNRY,164.21,0.0416,130.97,0.0214,-20.24
8117,84229010,PRTS OF MCHNRY FR CLNG/DRYNG BOTLS ETC,1.04,0.0003,2.54,0.0004,145.15
8118,84229020,PRTS OF DISH WSHNG MCHNS OF HOUSEHOLD TYPE,1.26,0.0003,0.89,0.0001,-29.5
8119,84229090,PARTS OF OTHER MACHINERY,78.49,0.0199,85.84,0.014,9.36
8120,84231000,"PERSONAL WEIGHING MACHINES,INCLUDING BABY SCALES;HOUSEHOLD SCALES",14.04,0.0036,18.24,0.003,29.9
8121,84232000,SCLS FR CNTNUOS WEIGHNG OF GOODS ON CNVEYR,2.65,0.0007,2.58,0.0004,-2.74
8122,84233000,"CNSTNT WT SCLS AND SCLS FR DSCHRGNG PRDTRMNDWT OF MTRL INTO A BAG/CNTNR,INCL HOPR SCLS",16.27,0.0041,22.54,0.0037,38.52
8123,84238110,BEAM SCALE,0.35,0.0001,0.1,0,-72.12
8124,84238190,OTHERS,5.05,0.0013,7.77,0.0013,53.88
8125,84238210,BEAM SCALE,0.81,0.0002,0,0,-99.95
8126,84238290,OTHERS,1.97,0.0005,1.47,0.0002,-25.44
8127,84238900,OTHER WEIGHING MACHINERY,4.16,0.0011,6.74,0.0011,62.1
8128,84239010,WEIGHING MACHINE WEIGHT OF ALL KINDS,2.24,0.0006,2.19,0.0004,-2.16
8129,84239020,PARTS OF WEIGHING MACHINERY,25.12,0.0064,27.89,0.0046,11.02
8130,84241000,"FIRE EXTINGUISHERS,W/N CHARGED",8.15,0.0021,11.42,0.0019,40.21
8131,84242000,SPRAY GUNS AND SIMILAR APPLIANCES,18.1,0.0046,25.34,0.0041,40
8132,84243000,STM/SND BLSTNG MCHNS AND JET PRJCTNG MCHNS,15.91,0.004,20.34,0.0033,27.85
8133,84244100,PORTABLE SPRAYERS,28.01,0.0071,26.77,0.0044,-4.43
8134,84244900,OTHER,36.42,0.0092,30.4,0.005,-16.52
8135,84248200,AGRICULTURAL OR HOTICULTURAL MCHNCL APPLNCS,87.94,0.0223,65.44,0.0107,-25.59
8136,84248910,"PAINTNG EQPMNT INCL ELECTROSTATIC PHOSPHTNG,PWDR COATNG EQPMNT AND OTHR EQPMNT",24.51,0.0062,16.74,0.0027,-31.7
8137,84248920,INDUSTRIAL BELLOWS,0.23,0.0001,1.03,0.0002,349.8
8138,84248990,OTHERS,119.93,0.0304,81.07,0.0132,-32.4
8139,84249000,PARTS OF MECHANICAL APPLIANCES,110.13,0.0279,107.31,0.0175,-2.56
8140,84251110,HOISTING MACHINE PWRD BY ELCTRC MOTR,13.05,0.0033,21.2,0.0035,62.42
8141,84251120,PULLEY TACKLE PWRD BY ELTRC MOTR,0.37,0.0001,0.32,0.0001,-13.73
8142,84251910,HOISTING MACHINE NOT PWRD BY ELCTRC MOTR,3.12,0.0008,3.02,0.0005,-3.19
8143,84251920,PULLEY TACKLE NOT PWRD BY ELCTRC MOTR,2.63,0.0007,4.71,0.0008,79.29
8144,84253100,WINCHES;CAPSTANS;POWERED BY ELECTRIC MOTOR,4.08,0.001,3.96,0.0006,-2.98
8145,84253900,OTHER WINCHES;CAPSTANS,7.26,0.0018,6.51,0.0011,-10.26
8146,84254100,BUILT-IN JACKNG SYSTM USED IN GARAGE ETC,0.33,0.0001,0.64,0.0001,93.71
8147,84254200,"OTHER JACKS AND HOISTS,HYDRAULIC",10.33,0.0026,15.92,0.0026,54.13
8148,84254900,"OTHER JACKS AND HOISTS,FOR RAISING VEHICLES",15.48,0.0039,28.87,0.0047,86.47
8149,84261100,OVERHEAD TRAVELLING CRANES ON FXD SUPPORT,14.07,0.0036,17.14,0.0028,21.83
8150,84261200,MOBL LFTNG FRMS ON TYRS AND STRDL CARRIERS,9.93,0.0025,23.75,0.0039,139.15
8151,84261900,"OTHR(TRNSPRTR CRNS,GANTRY CRNS,BRDG CRNS)",129.34,0.0328,159.93,0.0261,23.65
8152,84262000,TOWER CRANES,7.05,0.0018,10.48,0.0017,48.61
8153,84263000,PORTAL/PEDESTAL JIB CRANES,2.87,0.0007,4.79,0.0008,66.73
8154,84264100,"OTHR MCHNRY OF HDG 8426,SLF-PRPLD ON TYRSN",60.95,0.0155,97.13,0.0158,59.36
8155,84264900,"OTHR MCHNRY OF HDG 8426,SLF-PRPLD",53.76,0.0136,172.55,0.0281,220.95
8156,84269100,MCHNRY DSGND FOR MOUNTNG ON ROAD VEHICLES,2.68,0.0007,9.84,0.0016,267.62
8157,84269910,ROPEWAY AND TELPHERS,0.19,0,0.12,0,-39.05
8158,84269990,OTHERS,11.85,0.003,5.67,0.0009,-52.16
8159,84271000,SLF-PRPLD TRUCKS PWRD BY AN ELCTRC MOTOR,40.58,0.0103,61.23,0.01,50.87
8160,84272000,OTHER SELF-PROPELLED TRUCKS,12.19,0.0031,13.99,0.0023,14.75
8161,84279000,OTHER TRUCKS,38.42,0.0097,59.83,0.0098,55.75
8162,84281011,LIFTS OF A KIND USED IN BUILDINGS,35.25,0.0089,48.82,0.008,38.48
8163,84281019,OTHER LIFTS,34.24,0.0087,35.61,0.0058,4.03
8164,84281020,SKIP HOISTS,4.17,0.0011,4.94,0.0008,18.69
8165,84282011,"CONVEYORS,BELT",10.52,0.0027,10.49,0.0017,-0.21
8166,84282019,"CONVEYORS,EXCL BELT CONVEYORS",27.19,0.0069,23.78,0.0039,-12.54
8167,84282020,ELEVATORS,17.26,0.0044,8.99,0.0015,-47.93
8168,84283100,CONTINUOUS-ACTION ELVTRS AND CNVEYRS SPCLY DSGND FOR UNDRGRND USE FOR GOODS/MATERIALS,5.75,0.0015,1.54,0.0003,-73.27
8169,84283200,"OTHR CONTINUOUS ACTION ELEVATRS AND CONVEYRSFOR GOODS/MATERIALS,BUCKET TYPE",2.97,0.0008,2.27,0.0004,-23.47
8170,84283300,"OTHR CONTINUOUS ACTION ELEVATRS AND CONVEYRSFOR GOODS/MATERIALS,BELT TYPE",35.5,0.009,40.03,0.0065,12.77
8171,84283900,OTHR CNTNS-ACTN ELVTRS AND CNVEYRS FR GOODS,55.09,0.014,63.67,0.0104,15.57
8172,84284000,ESCALATORS AND MOVING WALKWAYS,21.15,0.0054,22.03,0.0036,4.13
8173,84286000,"TELEFERICS,CHAIR-LIFTS,SKI-DRAGLINES: TRACTION MECHANISMS FOR FUNICULARS",0.65,0.0002,0.83,0.0001,28.42
8174,84289010,COAL HANDLING PLANTS,3.41,0.0009,0.24,0,-93.02
8175,84289020,ASH HANDLING PLANTS,1.61,0.0004,0.83,0.0001,-48.36
8176,84289090,OTHERS,153.54,0.0389,130.47,0.0213,-15.03
8177,84291110,ANGLE DOZERS,4.86,0.0012,10.17,0.0017,109.47
8178,84291120,BULLDOZERS,34.87,0.0088,1.86,0.0003,-94.68
8179,84291920,BULLDOZERS,14.09,0.0036,28.97,0.0047,105.65
8180,84292000,GRADERS AND LEVELLERS,97.32,0.0247,55.61,0.0091,-42.86
8181,84293000,SCRAPERS,4.87,0.0012,7.8,0.0013,60.11
8182,84294010,ROAD ROLLERS UPTO 5 TONNE CAPACITY,0.29,0.0001,0.64,0.0001,118.2
8183,84294020,ROAD ROLLERS ABOVE 5 TONNE CAPACITY,4.79,0.0012,0.73,0.0001,-84.79
8184,84294030,TAMPING MACHINES,0.84,0.0002,0.43,0.0001,-48.72
8185,84295100,FRONT-END SHOVEL LOADERS,78.59,0.0199,102.37,0.0167,30.25
8186,84295200,MCHNRY WTH A 360 DGR. RVLVNG SUPR-STRCTR,147.81,0.0375,221.45,0.0361,49.82
8187,84295900,"OTHER MCHNCL SHOVLS,EXCVTRS AND SHOVL LOADRS",41.15,0.0104,40.16,0.0066,-2.41
8188,84301010,PILE DRIVERS,3.18,0.0008,6.52,0.0011,104.76
8189,84301020,PILE-EXTRACTORS,0.95,0.0002,0,0,-99.5
8190,84302000,SNOW-PLOUGHS AND SNOW-BLOWERS,0.02,0,1.04,0.0002,"5,504.86"
8191,84303110,COAL MINING MACHINERY(COAL CUTTERS),,,2.09,0.0003,
8192,84303120,TUNNELING MACHINERY,58.92,0.0149,57.5,0.0094,-2.42
8193,84303190,OTHER(TONNELNG MACHINERY)SLF PROPEPLD,19.48,0.0049,60.27,0.0098,209.35
8194,84303900,OTHR COAL/ROCK CUTTERS AND TUNLNG MCHNRY,8.5,0.0022,5.08,0.0008,-40.24
8195,84304110,TUBE WELL DRLLNG AND CORE DRLLNG MCHNRY,2.17,0.0005,6.82,0.0011,214.86
8196,84304120,PETROLEUM AND GAS WELL DRILLING EQUIPMENT,21.63,0.0055,61.29,0.01,183.29
8197,84304130,ROCK DRLLNG MCHNRY(INCL DIAMOND DRILLNG),29.37,0.0074,16.42,0.0027,-44.11
8198,84304190,OTHR SELF PROPLD BORING/SINKING MACHNERY,66.96,0.017,108.57,0.0177,62.15
8199,84304900,OTHR BORNG / SINKNG MACHINRY NT SELF-PRPLD,53.6,0.0136,76.4,0.0125,42.55
8200,84305010,"MINING MCHNRY,EXCL COAL MINING(CUTNG MCHN)",4.14,0.001,6.11,0.001,47.75
8201,84305090,OTHERS,19.1,0.0048,29.02,0.0047,51.93
8202,84306100,"TAMPING/COMPACTING MCHNRY,NT SLF-PRPLD",0.44,0.0001,0.63,0.0001,41.79
8203,84306900,"OTHER MACHINERY,NOT SELF-PROPELLED",15.39,0.0039,8.86,0.0014,-42.43
8204,84311010,"PRTS OF PULLEY TCKL,HOISTS,WNCHS/CPSTNS",1.65,0.0004,1.82,0.0003,10.12
8205,84311090,OTHERS,5.79,0.0015,9.11,0.0015,57.19
8206,84312010,PRTS OF FORK LIFT TRUCKS,7.59,0.0019,13.26,0.0022,74.66
8207,84312090,PRTS OF OTHERS,10.82,0.0027,15.16,0.0025,40.15
8208,84313100,"PRTS OF LFTS, SKIP HOISTS/ESCALATORS",83.28,0.0211,142.48,0.0232,71.08
8209,84313910,"PRTS OF ELVTRS,CNVEYRS AND MVNG PVMNTS",89,0.0226,107.76,0.0176,21.08
8210,84313990,"PRTS OF OTHR LFTNG,HNDLNG AND LOADNG MCHNRY OF HDG.NO.8428",110.15,0.0279,151.46,0.0247,37.51
8211,84314100,"BUCKETS,SHOVELS GRABS AND GRIPS OF THE MACNRY OF HD 8426,8429/8430",7.38,0.0019,9.27,0.0015,25.55
8212,84314200,BULLDOZER OR ANGLEDOZER BLADES,0.24,0.0001,0.37,0.0001,53.73
8213,84314310,"PRTS OF BORNG/SNKNG MCHNRY,SLF-PRPLD",41.26,0.0105,99.63,0.0163,141.45
8214,84314390,"PRTS OF BORNG/SNKNG MCHNRY,NOT SLF-PRPLD",209.11,0.053,192.15,0.0313,-8.11
8215,84314910,"PRTS OF ROAD RLLRS,MCHNCLY PRPLD",3.66,0.0009,4.46,0.0007,22.03
8216,84314920,PRTS OF SHIPS DERRICKS AND CRANES,19.48,0.0049,22.33,0.0036,14.66
8217,84314930,"PRTS OF OTHR EXCVTNG,LVLNG,TMPNG AND EXCVTNGMCHNRY FR EARTH MNRL/ORES,SLF-PRPLD",190.94,0.0484,278.1,0.0454,45.65
8218,84314940,"PRTS OF PILE DRVR,SNOW PLOUGH,NT SLF-PRPLD",0.23,0.0001,0.39,0.0001,68.53
8219,84314990,"PRTS OF OTHR MACNRY OF HD 8426,8429,8430",386.65,0.098,496.28,0.081,28.35
8220,84321010,DISC PLOUGHS,0.01,0,0,0,-81.43
8221,84321020,TRACTOR PLOUGHS,0.01,0,,,
8222,84321090,OTHER PLOUGHS,4.18,0.0011,4.5,0.0007,7.61
8223,84322100,DISC HARROWS,0,0,0,0,-37.21
8224,84322910,ROTARY HOES,1.08,0.0003,2.35,0.0004,116.95
8225,84322990,OTHERS,31.72,0.008,34.3,0.0056,8.12
8226,84323100,"NO-TILL DIRECT SEEDERS, PLANTERS AND TRANSPLANTERS",9.91,0.0025,6.76,0.0011,-31.76
8227,84323900,"OTHER SEEDERS, PLANTERS AND TRANSPLANTERS",3.06,0.0008,1.91,0.0003,-37.55
8228,84324100,MANURE SPREADERS,0.07,0,0.13,0,72.54
8229,84324200,FERTILISER DISTRIBUTORS,0.2,0.0001,0.17,0,-15.04
8230,84328010,LAWN AND SPORTS GROUND ROLLERS,0.16,0,0.28,0,72.66
8231,84328020,ROTARY TILLER,9.96,0.0025,4.41,0.0007,-55.78
8232,84328090,OTHERS,12.93,0.0033,9.36,0.0015,-27.66
8233,84329010,"PRTS OF AGRCLTRL MCHNRY FLLNG WTHN HDG NOS843210,843221,843229,843230 AND 843240",5.17,0.0013,7.85,0.0013,51.79
8234,84329090,PARTS OF OTHER AGRICULTURAL AND HORTICULTURAL MACHINERY OF HDG NO 843280,7.65,0.0019,4.96,0.0008,-35.16
8235,84331110,"MOWRS FR LAWNS,PRKS/SPRTS GRNDS,PWRD,WTH 3 HP OR MORE",2.45,0.0006,2.9,0.0005,18.46
8236,84331190,"OTHER PWRD MOWRS FR LAWNS,PRKS/SPRTS GRNDS",1.04,0.0003,1.63,0.0003,57.01
8237,84331910,"NON-POWERED MOWERS, HAVING WIDTH >= 75CM",0.1,0,0.08,0,-19.08
8238,84331990,"OTHER NON-POWERED MOWERS,",0.56,0.0001,2.73,0.0004,387.66
8239,84332000,"OTHR MOWRS,INCL CUTR BARS FR TRCTR MOUNTNG",0.58,0.0001,0.35,0.0001,-39.64
8240,84333000,OTHER HAYMAKING MACHINERY,0.8,0.0002,0.95,0.0002,18.89
8241,84334000,"STRAW/FODDER BALERS,INCL PICK-UP BALERS",6.28,0.0016,7.48,0.0012,19.08
8242,84335100,COMBINE HARVESTER-THRESHERS,96.84,0.0246,67.64,0.011,-30.15
8243,84335200,OTHER THRESHING MACHINERY,0.68,0.0002,0.72,0.0001,5.42
8244,84335300,ROOT OR TUBER HARVESTING MACHINES,0.38,0.0001,0.05,0,-86.38
8245,84335900,OTHER HARVESTING AND THRESHING MACHINERY,11.92,0.003,8.75,0.0014,-26.58
8246,84336010,"WINNOWING AND SIMILAR CLEANING MACHINES FOR SEED,GRAIN OR LEGUMINOUS VEGETABLES",0.97,0.0002,0.35,0.0001,-63.93
8247,84336020,EGG-GRADING AND OTHER GRADING MACHINES FORAGRICULTURAL PRODUCE,5.77,0.0015,10.96,0.0018,89.88
8248,84339000,"PARTS OF HRVESTNG,THRSHNG MACHINES ETC",31.3,0.0079,29.93,0.0049,-4.37
8249,84341000,MILKING MACHINES,1.83,0.0005,1.07,0.0002,-41.38
8250,84342000,DAIRY MACHINERY,9.13,0.0023,11.45,0.0019,25.37
8251,84349010,PARTS OF MILKING MACHINERY,1.64,0.0004,1.9,0.0003,16.15
8252,84349020,PARTS OF DAIRY MACHINERY,2.12,0.0005,2.7,0.0004,27.48
8253,84351000,"MACHINERY USED IN MANUFACTURE OF WINE,CIDER,FRUIT JUICES/SMLR BVRGS",0.81,0.0002,3.75,0.0006,365.7
8254,84359000,PARTS OF MACHINARIES OF SUB HD 843510,0.18,0,0.08,0,-55.48
8255,84361000,MCHNRY FR PRPRNG ANML FEEDNG STUFFS,12.83,0.0033,22.59,0.0037,76.01
8256,84362100,POULTRY INCUBATORS AND BROODERS,1.92,0.0005,4.61,0.0008,139.95
8257,84362900,OTHR POULTRY-KEEPING MACHINERY,8.19,0.0021,13.53,0.0022,65.26
8258,84368010,GRMNTN PLNT FTD WTH MCHNCL/THRML EQPMNT,0.03,0,0.09,0,194.23
8259,84368090,OTHRS(INCL BEE-KEEPNG MACHINERY),6.71,0.0017,11.29,0.0018,68.27
8260,84369100,PARTS OF POULTRY-KEEPING MACHINERY/ POULTRYINCUBATORS AND BROODERS,3.01,0.0008,2.97,0.0005,-1.37
8261,84369900,"PARTS OF OTHR AGRICULTUTAL,HORTICULTURAL ANDFORESTRY MACHINE INCL GERMINATION OF PLANT",8.94,0.0023,14.57,0.0024,63.07
8262,84371000,"MACHINES FOR CLEANING,SORTING OR GRADING SEED,GRAIN OR DRIED LEGUMINOUS VEGETABLES",76.04,0.0193,81.6,0.0133,7.31
8263,84378010,FLOUR MILL MACHINERY,14.79,0.0037,17.91,0.0029,21.14
8264,84378020,RICE MILL MACHINERY,20.07,0.0051,24.22,0.004,20.69
8265,84378090,"MCHNRY USD IN BREAD GRAIN MLNG INDUSTRY,AND OTHR MCHNRY(EXCL FARM-TYPE MCHNRY FR WRKNGOF CERELS/DRIED LEGUMINOUS,N.",16.3,0.0041,26.52,0.0043,62.66
8266,84379010,PARTS OF FLOUR MILL MACHINERY,2.72,0.0007,2.16,0.0004,-20.58
8267,84379020,PARTS OF RICE MILL MACHINERY,7.85,0.002,9.17,0.0015,16.78
8268,84379090,PRTS OF OTHR MCHNRY OF HDG NO 8437,7.54,0.0019,8.97,0.0015,18.9
8269,84381010,BAKERY MACHINERY,44.96,0.0114,31.06,0.0051,-30.92
8270,84381020,MCHNRY FR MNFCTR OF MACARONI/SMLR PRDCTS,7.74,0.002,8.63,0.0014,11.55
